operator_id,operator,county,section
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,19
13989,NBI SERVICES INC,NOWATA,19
13989,NBI SERVICES INC,NOWATA,19
13989,NBI SERVICES INC,NOWATA,28
13989,NBI SERVICES INC,NOWATA,28
13989,NBI SERVICES INC,NOWATA,28
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,19
13989,NBI SERVICES INC,NOWATA,19
13989,NBI SERVICES INC,NOWATA,28
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,29
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,30
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,15
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,2
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,31
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,31
13989,NBI SERVICES INC,NOWATA,32
13989,NBI SERVICES INC,NOWATA,1
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,1
13989,NBI SERVICES INC,NOWATA,1
13989,NBI SERVICES INC,NOWATA,2
13989,NBI SERVICES INC,NOWATA,2
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,2
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,35
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,1
13989,NBI SERVICES INC,NOWATA,1
13989,NBI SERVICES INC,NOWATA,1
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
13989,NBI SERVICES INC,NOWATA,36
21569,CBM GAS COMPANY LLC,NOWATA,14
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,26
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,26
12358,LAPETCO INC,NOWATA,10
18192,GATEWAY RESOURCES USA INC,NOWATA,27
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
19754,XANADU EXPLORATION COMPANY,NOWATA,21
22422,CAVU ENERGY SERVICES INC,NOWATA,29
23862,RIVER ROCK OPERATING LLC,NOWATA,4
23862,RIVER ROCK OPERATING LLC,NOWATA,25
21569,CBM GAS COMPANY LLC,NOWATA,36
18192,GATEWAY RESOURCES USA INC,NOWATA,13
23862,RIVER ROCK OPERATING LLC,NOWATA,5
23862,RIVER ROCK OPERATING LLC,NOWATA,36
21976,BULLSEYE OPERATING LLC,NOWATA,7
23862,RIVER ROCK OPERATING LLC,NOWATA,11
23862,RIVER ROCK OPERATING LLC,NOWATA,7
23862,RIVER ROCK OPERATING LLC,NOWATA,24
8238,SHELTON OIL COMPANY LLC,NOWATA,24
12358,LAPETCO INC,NOWATA,10
8238,SHELTON OIL COMPANY LLC,NOWATA,24
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,20
20347,BRATCO OPERATING COMPANY INC,NOWATA,19
23862,RIVER ROCK OPERATING LLC,NOWATA,24
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,26
23862,RIVER ROCK OPERATING LLC,NOWATA,5
8238,SHELTON OIL COMPANY LLC,NOWATA,24
8238,SHELTON OIL COMPANY LLC,NOWATA,24
23862,RIVER ROCK OPERATING LLC,NOWATA,2
18192,GATEWAY RESOURCES USA INC,NOWATA,27
18192,GATEWAY RESOURCES USA INC,NOWATA,3
17211,BELPORT OIL INC,NOWATA,13
18192,GATEWAY RESOURCES USA INC,NOWATA,31
18192,GATEWAY RESOURCES USA INC,NOWATA,10
8238,SHELTON OIL COMPANY LLC,NOWATA,24
18192,GATEWAY RESOURCES USA INC,NOWATA,3
8238,SHELTON OIL COMPANY LLC,NOWATA,24
18192,GATEWAY RESOURCES USA INC,NOWATA,13
21976,BULLSEYE OPERATING LLC,NOWATA,8
13989,NBI SERVICES INC,NOWATA,35
21976,BULLSEYE OPERATING LLC,NOWATA,35
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,1
18192,GATEWAY RESOURCES USA INC,NOWATA,35
23632,HARPER JOE HOWARD dba J H FIELD SERVICE,NOWATA,35
21838,NEOK PRODUCTION COMPANY LLC,NOWATA,18
21838,NEOK PRODUCTION COMPANY LLC,NOWATA,10
22722,WOODY OIL LLC,NOWATA,9
8238,SHELTON OIL COMPANY LLC,NOWATA,24
8238,SHELTON OIL COMPANY LLC,NOWATA,24
21509,POSTROCK MIDCONTINENT PRODUCTION LLC,NOWATA,35
23899,COUNTY LINE STRIPPER WELLS LLC,NOWATA,33
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
22945,ROCKY TOP ENERGY LLC,NOWATA,1
18192,GATEWAY RESOURCES USA INC,NOWATA,11
13989,NBI SERVICES INC,NOWATA,27
21838,NEOK PRODUCTION COMPANY LLC,NOWATA,22
23632,HARPER JOE HOWARD dba J H FIELD SERVICE,NOWATA,31
22945,ROCKY TOP ENERGY LLC,NOWATA,1
22945,ROCKY TOP ENERGY LLC,NOWATA,1
22945,ROCKY TOP ENERGY LLC,NOWATA,1
22945,ROCKY TOP ENERGY LLC,NOWATA,1
21838,NEOK PRODUCTION COMPANY LLC,NOWATA,17
11926,KING TED L,NOWATA,22
23272,RUNNING BEAR OIL & GAS CORP,NOWATA,36
23272,RUNNING BEAR OIL & GAS CORP,NOWATA,36
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23272,RUNNING BEAR OIL & GAS CORP,NOWATA,36
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
22597,CRAMER OIL LLC,NOWATA,31
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
22933,PEARSAIL JARRETT,NOWATA,20
23272,RUNNING BEAR OIL & GAS CORP,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
23913,CEWELL ENERGY LLC,NOWATA,1
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,11
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,11
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,10
23862,RIVER ROCK OPERATING LLC,NOWATA,16
22626,AYMER CHARLES MARK dba AYMER OIL,NOWATA,18
22945,ROCKY TOP ENERGY LLC,NOWATA,18
21569,CBM GAS COMPANY LLC,NOWATA,15
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,13
21569,CBM GAS COMPANY LLC,NOWATA,15
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,13
19754,XANADU EXPLORATION COMPANY,NOWATA,21
23059,AOG OPERATING LLC,NOWATA,6
22945,ROCKY TOP ENERGY LLC,NOWATA,29
22945,ROCKY TOP ENERGY LLC,NOWATA,1
22945,ROCKY TOP ENERGY LLC,NOWATA,1
22945,ROCKY TOP ENERGY LLC,NOWATA,1
22945,ROCKY TOP ENERGY LLC,NOWATA,1
23454,JONES GUS CABLE TOOL SERVICE LLC,NOWATA,2
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,13
20857,ENDEAVOR ENERGY RESOURCES LP,NOWATA,13
13989,NBI SERVICES INC,NOWATA,32
13989,NBI SERVICES INC,NOWATA,35
23726,WATER MATERIALS,NOWATA,32
2315,WEEMS BILL OIL INC,OKFUSKEE,5
21909,SHERMAN OIL & GAS LLC,OKFUSKEE,9
15085,DUNCAN RONALD R,OKFUSKEE,14
21820,SPARKS RESOURCES INC,OKFUSKEE,35
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,24
21820,SPARKS RESOURCES INC,OKFUSKEE,25
20882,GIBSON LES,OKFUSKEE,8
15085,DUNCAN RONALD R,OKFUSKEE,14
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,36
1235,KRUMME OIL COMPANY LLP,OKFUSKEE,19
23422,HOLMAN ROBERT W,OKFUSKEE,16
15602,ALBRIGHT PAUL D OR INGER J,OKFUSKEE,24
6709,PEMEX INC,OKFUSKEE,14
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,15
21822,ELITE RESOURCES INC,OKFUSKEE,25
22550,BEREXCO LLC,OKFUSKEE,35
23817,E O K OPERATING LLC,OKFUSKEE,4
22550,BEREXCO LLC,OKFUSKEE,35
12655,DEISENROTH M CRAIG,OKFUSKEE,25
15298,BAILEY RICHARD LEON,OKFUSKEE,11
1235,KRUMME OIL COMPANY LLP,OKFUSKEE,19
20996,ANSON ROBERT L & TERESA M,OKFUSKEE,23
21553,SHARBER BILLY JACK OPERATING LLC,OKFUSKEE,16
2315,WEEMS BILL OIL INC,OKFUSKEE,15
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,31
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,29
8411,LEMA PETROLEUM INC,OKFUSKEE,11
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,13
23479,UNITED ENERGY & EXPLORATION LLC,OKFUSKEE,28
14156,CITATION OIL & GAS CORPORATION,OKFUSKEE,2
15298,BAILEY RICHARD LEON,OKFUSKEE,2
15298,BAILEY RICHARD LEON,OKFUSKEE,3
21067,TOPSAIL SECONDARY RECOVERY LLC,OKFUSKEE,4
14156,CITATION OIL & GAS CORPORATION,OKFUSKEE,6
20923,NATURAL RESOURCES OP LLC,OKFUSKEE,25
22119,YEUBANKS BARBARA,OKFUSKEE,18
20923,NATURAL RESOURCES OP LLC,OKFUSKEE,26
17138,ROSE DAN AND BILL,OKFUSKEE,19
21916,HINSON JR BOBBIE L,OKFUSKEE,30
20773,BAKER R OIL LLC,OKFUSKEE,33
8441,THOMAS EXPLORATION COMPANY,OKFUSKEE,30
16896,CHAPARRAL ENERGY LLC,OKFUSKEE,14
1235,KRUMME OIL COMPANY LLP,OKFUSKEE,11
20720,WILDHORSE OPERATING COMPANY,OKFUSKEE,31
23631,DEGGE OILFIELD SERVICES LLC,OKFUSKEE,24
12655,DEISENROTH M CRAIG,OKFUSKEE,26
20773,BAKER R OIL LLC,OKFUSKEE,33
844,GLENN SUPPLY COMPANY INC,OKFUSKEE,18
20518,INVESTMENT EQUIPMENT LLC,OKFUSKEE,8
2262,VIERSEN DRILLING COMPANY,OKFUSKEE,21
6401,STOKES DONNA L,OKFUSKEE,18
10368,HOLLOWAY DAVID A,OKFUSKEE,27
23922,TRP-OK PROPERTIES LLC,OKFUSKEE,31
7657,CHER OIL COMPANY LTD,OKFUSKEE,32
21610,LITTLE CHICAGO OIL & GAS INC,OKFUSKEE,20
22756,URBAN OIL & GAS GROUP LLC,OKFUSKEE,3
19836,D J F SERVICES INC,OKFUSKEE,12
11938,MORAN-K OIL LLC,OKFUSKEE,35
23922,TRP-OK PROPERTIES LLC,OKFUSKEE,18
21822,ELITE RESOURCES INC,OKFUSKEE,12
6709,PEMEX INC,OKFUSKEE,17
23478,OPEN BEACHES LLC,OKFUSKEE,31
20811,LUNAR INVESTMENTS INC,OKFUSKEE,15
15298,BAILEY RICHARD LEON,OKFUSKEE,27
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,24
23997,MAXWELL DANIEL E,OKFUSKEE,36
23817,E O K OPERATING LLC,OKFUSKEE,19
18957,WATKINS J L,OKFUSKEE,9
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,36
16918,"SIX ""E"" TRADING COMPANY",OKFUSKEE,29
23197,COOK KELLY OIL LLC,OKFUSKEE,2
21842,FIREHOUSE ENERGY LLC,OKFUSKEE,9
23197,COOK KELLY OIL LLC,OKFUSKEE,1
15298,BAILEY RICHARD LEON,OKFUSKEE,2
18232,WN OPERATING INC,OKFUSKEE,5
21164,OEX-1 LLC,OKFUSKEE,20
17066,EGRET OPERATING COMPANY,OKFUSKEE,23
18957,WATKINS J L,OKFUSKEE,31
17728,CASILLAS PETROLEUM CORPORATION,OKFUSKEE,9
21822,ELITE RESOURCES INC,OKFUSKEE,23
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,21
17066,EGRET OPERATING COMPANY,OKFUSKEE,26
10368,HOLLOWAY DAVID A,OKFUSKEE,17
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,31
7580,MAJORS JOHN dba MAJORS PRODUCTION CO,OKFUSKEE,1
24030,M-SQUARED LLC,OKFUSKEE,12
21902,HALL GREG OIL & GAS LLC,OKFUSKEE,33
1235,KRUMME OIL COMPANY LLP,OKFUSKEE,6
18722,BOONE OPERATING INC,OKFUSKEE,18
21822,ELITE RESOURCES INC,OKFUSKEE,14
8411,LEMA PETROLEUM INC,OKFUSKEE,6
20900,STRIKER MANAGEMENT CO LLC,OKFUSKEE,20
10368,HOLLOWAY DAVID A,OKFUSKEE,27
6401,STOKES DONNA L,OKFUSKEE,35
11199,ALTMAN ENERGY INC,OKFUSKEE,33
18957,WATKINS J L,OKFUSKEE,11
20518,INVESTMENT EQUIPMENT LLC,OKFUSKEE,7
14156,CITATION OIL & GAS CORPORATION,OKFUSKEE,6
21562,BAILEY MICHAEL L & PAMELA D,OKFUSKEE,9
20864,CULBREATH OIL & GAS CO INC,OKFUSKEE,18
13989,NBI SERVICES INC,OKFUSKEE,5
20773,BAKER R OIL LLC,OKFUSKEE,15
20864,CULBREATH OIL & GAS CO INC,OKFUSKEE,12
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,10
19798,CHAPMAN JIM,OKFUSKEE,7
20864,CULBREATH OIL & GAS CO INC,OFUSKEE,12
15298,BAILEY RICHARD LEON,OKFUSKEE,12
16896,CHAPARRAL ENERGY LLC,OKFUSKEE,23
7580,MAJORS JOHN dba MAJORS PRODUCTION CO,OKFUSKEE,2
18538,ARCHIBALD OIL & GAS OPERATING INC,OKFUSKEE,20
21553,SHARBER BILLY JACK OPERATING LLC,OKFUSKEE,13
23936,SL PETROLEUM LLC,OKFUSKEE,36
20864,CULBREATH OIL & GAS CO INC,OKFUSKEE,18
20173,ROSE ROCK RESOURCES INC,OKFUSKEE,24
23936,SL PETROLEUM LLC,OKFUSKEE,36
18538,ARCHIBALD OIL & GAS OPERATING INC,OKFUSKEE,19
20585,NEW DOMINION LLC,OKFUSKEE,4
23197,COOK KELLY OIL LLC,OKFUSKEE,11
20585,NEW DOMINION LLC,OKFUSKEE,11
20678,SHERMAN LARRY OIL LLC,OKFUSKEE,31
20173,ROSE ROCK RESOURCES INC,OKFUSKEE,18
20585,NEW DOMINION LLC,OKFUSKEE,6
21418,ENTERPRISE ENERGY EXPLORATION INC,OKFUSKEE,22
19836,D J F SERVICES INC,OKFUSKEE,7
20173,ROSE ROCK RESOURCES INC,OKFUSKEE,33
20585,NEW DOMINION LLC,OKFUSKEE,18
3959,EARNHARDT WILLIAM R COMPANY,OKFUSKEE,24
22988,TRAILBLAZER ENERGY LLC,OKFUSKEE,16
23221,DISPOSAL SOLUTIONS PARTNERS LLC,OKFUSKEE,27
21164,OEX-1 LLC,OKFUSKEE,35
21164,OEX-1 LLC,OKFUSKEE,5
16144,INLAND OIL CORPORATION,OKFUSKEE,7
18232,WN OPERATING INC,OKFUSKEE,30
24034,PAK ENERGY LLC,OKFUSKEE,10
21164,OEX-1 LLC,OKFUSKEE,27
22836,MESA OPERATING LLC,OKFUSKEE,26
20585,NEW DOMINION LLC,OKFUSKEE,14
22709,TRU OPERATING LLC,OKFUSKEE,1
22800,VALANCY OPERATING LLC,OKFUSKEE,36
4183,J & J PRODUCTION COMPANY,OKFUSKEE,35
23530,WAGON WHEEL OPERATING LLC,OKFUSKEE,6
23209,CIRCLE 9 RESOURCES LLC,OKFUSKEE,13
21418,ENTERPRISE ENERGY EXPLORATION INC,OKFUSKEE,22
20976,KOBY OIL COMPANY LLC,OKFUSKEE,15
16144,INLAND OIL CORPORATION,OKFUSKEE,4
22119,YEUBANKS BARBARA,OKFUSKEE,19
23328,REVELATION GAS & OIL OKLAHOMA LLC,OKLAHOMA,12
23112,RED RIVER ROYALTY PRODUCTION LLC,OKLAHOMA,20
7775,COMBINED RESOURCES CORPORATION,OKLAHOMA,22
19087,TNT OPERATING COMPANY INC,OKLAHOMA,22
19113,STEPHENS & JOHNSON OPERATING CO,OKLAHOMA,12
8891,WHITE OPERATING COMPANY,OKLAHOMA,34
19113,STEPHENS & JOHNSON OPERATING CO,OKLAHOMA,26
22699,OPTIMA EXPLORATION LLC,OKLAHOMA,3
13834,MEADOWBROOK OIL CORPORATION OF OK INC,OKLAHOMA,20
21639,HINKLE OIL & GAS INC,OKLAHOMA,32
20266,ATCHLEY RESOURCES INC,OKLAHOMA,23
20266,ATCHLEY RESOURCES INC,OKLAHOMA,24
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,33
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,28
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,32
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,32
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,28
20266,ATCHLEY RESOURCES INC,OKLAHOMA,24
21553,SHARBER BILLY JACK OPERATING LLC,OKLAHOMA,17
21740,CASTELLA INC,OKLAHOMA,15
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,28
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,28
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,27
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,34
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,26
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,34
1363,MARATHON OIL COMPANY,OKLAHOMA,26
21740,CASTELLA INC,OKLAHOMA,23
11420,NORTH STAR EXPLORATION COMPANY,OKLAHOMA,14
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,23
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,23
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,24
19104,NORTHPORT PRODUCTION COMPANY,OKLAHOMA,21
11420,NORTH STAR EXPLORATION COMPANY,OKLAHOMA,5
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,23
1363,MARATHON OIL COMPANY,OKLAHOMA,24
21740,CASTELLA INC,OKLAHOMA,23
19104,NORTHPORT PRODUCTION COMPANY,OKLAHOMA,21
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,26
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,23
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,35
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,26
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,24
19104,NORTHPORT PRODUCTION COMPANY,OKLAHOMA,20
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,24
19104,NORTHPORT PRODUCTION COMPANY,OKLAHOMA,20
1363,MARATHON OIL COMPANY,OKLAHOMA,24
21740,CASTELLA INC,OKLAHOMA,22
20696,JANUARY INVESTMENTS LLC,OKLAHOMA,30
20696,JANUARY INVESTMENTS LLC,OKLAHOMA,19
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,9
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,8
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,8
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,8
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,15
20585,NEW DOMINION LLC,OKLAHOMA,21
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,18
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,8
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,8
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,17
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,9
19104,NORTHPORT PRODUCTION COMPANY,OKLAHOMA,19
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,17
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,18
16711,UNIT PETROLEUM COMPANY,OKLAHOMA,16
19104,NORTHPORT PRODUCTION COMPANY,OKLAHOMA,22
19104,NORTHPORT PRODUCTION COMPANY,OKLAHOMA,20
12990,BOBWHITE PRODUCTION CO INC,OKLAHOMA,3
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,23
7775,COMBINED RESOURCES CORPORATION,OKLAHOMA,31
1363,MARATHON OIL COMPANY,OKLAHOMA,24
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,23
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,23
23271,MID-CON ENERGY OPERATING LLC,OKLAHOMA,24
17016,OKLAHOMA OIL & GAS MGMT INC,OKLAHOMA,9
24008,ASSIDUOUS ENERGY LLC,OKLAHOMA,4
20585,NEW DOMINION LLC,OKLAHOMA,29
17195,BARON EXPLORATION COMPANY,OKLAHOMA,5
20585,NEW DOMINION LLC,OKLAHOMA,29
23817,E O K OPERATING LLC,OKLAHOMA,3
23328,REVELATION GAS & OIL OKLAHOMA LLC,OKLAHOMA,24
20585,NEW DOMINION LLC,OKLAHOMA,18
20585,NEW DOMINION LLC,OKLAHOMA,29
8891,WHITE OPERATING COMPANY,OKLAHOMA,23
